graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,input devices,multimedia,RAM type,CPU clock speed (GHz),CPU model,state,drive memory size (GB),warranty,screen size,buynow_price
integrated graphics,1920 x 1080,2,4 gb,['windows 10 home'],ssd,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,480,producer warranty,"15"" - 15.9""",3249
integrated graphics,1920 x 1280,2,4 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,,intel core i5,new,256,producer warranty,"15"" - 15.9""",3100
dedicated graphics,,4,8 gb,,ssd,,,ddr4,,intel core i7,new,500,producer warranty,"15"" - 15.9""",3927
integrated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2.5,intel core i5,new,1250,producer warranty,"15"" - 15.9""",3519
integrated graphics,1600 x 900,2,8 gb,"['windows 10 home', 'other']",hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.4,intel core i7,new,1000,producer warranty,"17"" - 17.9""",1799
integrated graphics,,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.1,intel pentium dual-core,new,120,producer warranty,"14"" - 14.9""",2399
integrated graphics,1366 x 768,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,,intel pentium quad-core ,new,256,producer warranty,"15"" - 15.9""",1773
dedicated graphics,1920 x 1080,4,16 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1500,producer warranty,"17"" - 17.9""",5399
dedicated graphics,,4,16 gb,['no system'],ssd,,,ddr4,,intel core i7,new,500,producer warranty,"17"" - 17.9""",4587
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,250,producer warranty,"15"" - 15.9""",3849
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],emmc,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,intel celeron dual-core,new,32,producer warranty,"14"" - 14.9""",1149
dedicated graphics,1920 x 1080,4,32 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,1525,producer warranty,"17"" - 17.9""",6174
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,256,producer warranty,"14"" - 14.9""",3739
integrated graphics,1920 x 1080,2,4 gb,['windows 10 home'],ssd,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,480,producer warranty,"15"" - 15.9""",2799
integrated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i7,new,256,seller warranty,"12"" - 12.9""",4455.14
,,2,,,,,,,,,new,,seller warranty,,649
integrated graphics,1920 x 1080,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",,2,intel core i3,new,1000,producer warranty,"15"" - 15.9""",2049
integrated graphics,3840 x 2160,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",ddr4,1.8,intel core i7,new,512,producer warranty,"13"" - 13.9""",7599
dedicated graphics,1920 x 1080,4,8 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000,producer warranty,"15"" - 15.9""",4744
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i7,new,1128,seller warranty,"15"" - 15.9""",3158
dedicated graphics,1920 x 1080,2,8 gb,['no system'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2.4,intel core i3,new,256,producer warranty,"15"" - 15.9""",2399
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,250,producer warranty,"15"" - 15.9""",4099
integrated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i5,new,256,seller warranty,"15"" - 15.9""",3439.31
integrated graphics,1920 x 1080,2,16 gb,['windows 10 home'],ssd + hdd,"['touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.7,intel core i7,new,1256,producer warranty,"14"" - 14.9""",4309
dedicated graphics,,2,8 gb,['windows 10 home'],hdd,"['touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.5,intel core i7,new,1000,producer warranty,"15"" - 15.9""",3099
,,2,,,,,,,,,new,,producer warranty,,7999
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,intel celeron dual-core,new,128,seller warranty,"15"" - 15.9""",1329
dedicated graphics,1920 x 1080,4,16 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,1240,producer warranty,"17"" - 17.9""",3999
,,2,8 gb,['windows 10 professional'],ssd,,,ddr4,,intel core i3,new,256,producer warranty,"13"" - 13.9""",3590
dedicated graphics,1366 x 768,4,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,amd a8,new,1000,producer warranty,"15"" - 15.9""",1598
dedicated graphics,1920 x 1080,2,4 gb,['no system'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2,intel core i3,new,1000,producer warranty,"15"" - 15.9""",1849
dedicated graphics,1366 x 768,2,4 gb,['no system'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",ddr3,2.6,intel core i5,new,240,producer warranty,"15"" - 15.9""",2199
dedicated graphics,1920 x 1080,4,32 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,240,producer warranty,"17"" - 17.9""",4799
integrated graphics,1920 x 1080,2,16 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",ddr4,2.5,intel core i5,new,1500,producer warranty,"15"" - 15.9""",4109
dedicated graphics,1920 x 1080,2,4 gb,['no system'],,,"['SD card reader', 'camera', 'speakers', 'microphone']",,,intel core i3,new,1008,producer warranty,,1799
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,,intel core i7,new,256,producer warranty,"14"" - 14.9""",4229
,,2,,,,,,,,,new,152,producer warranty,,1239
integrated graphics,1366 x 768,2,8 gb,"['windows 10 home', 'other']",hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.5,intel core i7,new,500,producer warranty,"15"" - 15.9""",2199
dedicated graphics,1920 x 1080,2,8 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000,producer warranty,"15"" - 15.9""",3099
integrated graphics,1920 x 1080,2,16 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,128,producer warranty,"14"" - 14.9""",3119
dedicated graphics,1920 x 1080,4,4 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1000,producer warranty,"17"" - 17.9""",3549
integrated graphics,1366 x 768,4,4 gb,['no system'],hdd,,"['SD card reader', 'camera']",,,intel pentium quad-core ,new,1000,producer warranty,"15"" - 15.9""",1499
dedicated graphics,1920 x 1080,2,8 gb,"['windows 10 home', 'other']",ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.3,intel core i5,new,256,producer warranty,"15"" - 15.9""",1999
integrated graphics,1920 x 1080,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,128,producer warranty,"14"" - 14.9""",3009
integrated graphics,1600 x 900,2,16 gb,['windows 10 professional'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.1,intel pentium dual-core,new,500,producer warranty,"17"" - 17.9""",2549.01
dedicated graphics,1920 x 1080,4,8 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,1000,seller warranty,"15"" - 15.9""",3300
integrated graphics,1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i3,new,1000,seller warranty,"15"" - 15.9""",1699
dedicated graphics,1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.5,intel core i5,new,500,seller warranty,"15"" - 15.9""",1749
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,2000,producer warranty,"15"" - 15.9""",4399
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,1.6,intel core i5,new,256,producer warranty,"15"" - 15.9""",3199
dedicated graphics,1366 x 768,2,6 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.7,intel core i3,new,256,seller warranty,"15"" - 15.9""",1869
dedicated graphics,1920 x 1080,2,12 gb,['no system'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,480,producer warranty,"15"" - 15.9""",2999
dedicated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.2,intel core i5,new,240,producer warranty,"15"" - 15.9""",3179
integrated graphics,1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.7,intel core i3,new,1000,seller warranty,"15"" - 15.9""",1469
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,,intel pentium 4,new,500,producer warranty,"15"" - 15.9""",1349
integrated graphics,1366 x 768,2,4 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,960,producer warranty,"15"" - 15.9""",3049
dedicated graphics,1920 x 1080,2,12 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2.5,intel core i5,new,480,producer warranty,"15"" - 15.9""",4510
,,2,8 gb,['other'],ssd,,,,,,new,128,seller warranty,"12"" - 12.9""",2899
dedicated graphics,1920 x 1080,2,,,hybrid,,,,,intel core i5,new,,producer warranty,"15"" - 15.9""",2799
integrated graphics,1920 x 1080,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.1,intel core i7,new,256,seller warranty,"14"" - 14.9""",2803.25
dedicated graphics,1920 x 1080,4,32 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,500,producer warranty,"15"" - 15.9""",4999
dedicated graphics,1920 x 1080,4,32 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1250,producer warranty,"15"" - 15.9""",6299
integrated graphics,1366 x 768,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,intel core i5,new,128,seller warranty,"13"" - 13.9""",1765
dedicated graphics,1366 x 768,2,16 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,1.9,intel core i3,new,240,producer warranty,"15"" - 15.9""",2959
integrated graphics,1366 x 768,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,intel celeron ,new,32,producer warranty,"14"" - 14.9""",1399
dedicated graphics,1600 x 900,2,16 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.3,intel core i5,new,960,producer warranty,,4549.01
integrated graphics,1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.5,intel core i7,new,256,seller warranty,"14"" - 14.9""",3625
dedicated graphics,1920 x 1080,2,4 gb,['windows 10 home'],hdd,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.7,intel core i7,new,1000,producer warranty,"15"" - 15.9""",3199
integrated graphics,1366 x 768,4,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,1.1,intel pentium quad-core ,new,128,producer warranty,"14"" - 14.9""",1679
integrated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2.7,,new,120,producer warranty,"15"" - 15.9""",2549
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000,producer warranty,"15"" - 15.9""",7733
dedicated graphics,1366 x 768,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.4,intel core i3,new,256,seller warranty,"15"" - 15.9""",2153.31
dedicated graphics,1920 x 1080,4,16 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers']",ddr4,2.6,intel core i7,new,240,producer warranty,"17"" - 17.9""",5407
dedicated graphics,1920 x 1080,4,32 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers']",ddr4,2.8,intel core i7,new,2256,producer warranty,"15"" - 15.9""",6986
dedicated graphics,1920 x 1080,2,16 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,128,producer warranty,"14"" - 14.9""",4979
dedicated graphics,1366 x 768,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.6,intel core i5,new,240,producer warranty,"15"" - 15.9""",2399
integrated graphics,1366 x 768,4,16 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,1.8,amd a6,new,480,producer warranty,"15"" - 15.9""",2899.01
dedicated graphics,1366 x 768,2,4 gb,['no system'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000,producer warranty,"15"" - 15.9""",2299
dedicated graphics,1366 x 768,2,8 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.7,intel core i7,new,1128,producer warranty,"15"" - 15.9""",3149
dedicated graphics,1920 x 1080,2,,,hdd,,,,,intel core i7,new,,producer warranty,"15"" - 15.9""",4299
dedicated graphics,1920 x 1080,2,12 gb,['windows 10 home'],,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2,intel core i3,new,480,producer warranty,"15"" - 15.9""",2999
dedicated graphics,1920 x 1080,4,16 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000,producer warranty,"15"" - 15.9""",4495
dedicated graphics,,2,,,hdd,,,,,intel core i5,new,1000,producer warranty,"15"" - 15.9""",3150
integrated graphics,1366 x 768,2,2 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.16,intel celeron dual-core,new,500,producer warranty,"11.9"" and less",1049
dedicated graphics,1920 x 1080,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.6,intel core i7,new,120,producer warranty,"17"" - 17.9""",4029
dedicated graphics,1600 x 900,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.3,intel core i5,new,500,seller warranty,"17"" - 17.9""",2431
